datetime,value,value_scaled
2015-07-05 22:00:00+00:00,27977.078,0.3881792271984541
2015-07-05 23:00:00+00:00,25913.02,0.28440717380581404
2015-07-06 00:00:00+00:00,24578.556,0.21731600221152947
2015-07-06 01:00:00+00:00,23825.782,0.17946972864722488
2015-07-06 02:00:00+00:00,23595.863,0.16791037966382327
2015-07-06 03:00:00+00:00,23962.44,0.18634031138885887
2015-07-06 04:00:00+00:00,25788.193,0.27813140340166687
2015-07-06 05:00:00+00:00,28092.324,0.3939733056910584
2015-07-06 06:00:00+00:00,31275.307,0.5540001469057265
2015-07-06 07:00:00+00:00,33908.272,0.686374423481749
2015-07-06 08:00:00+00:00,35897.375,0.7863780584181028
2015-07-06 09:00:00+00:00,36849.785,0.8342611805840907
2015-07-06 10:00:00+00:00,38162.608,0.9002643347837718
2015-07-06 11:00:00+00:00,39053.406,0.9450498677571946
2015-07-06 12:00:00+00:00,38732.183,0.9289001421647236
2015-07-06 13:00:00+00:00,38370.323,0.9107073611282117
2015-07-06 14:00:00+00:00,38382.476,0.911318362255545
2015-07-06 15:00:00+00:00,38277.892,0.9060603237546812
2015-07-06 16:00:00+00:00,37439.613,0.8639152226257742
2015-07-06 17:00:00+00:00,36587.553,0.8210772714568961
2015-07-06 18:00:00+00:00,35679.492,0.7754238282998849
2015-07-06 19:00:00+00:00,35203.471,0.7514915179539459
2015-07-06 20:00:00+00:00,35100.268,0.7463029102567393
2015-07-06 21:00:00+00:00,32818.346,0.631577581985034
2015-07-06 22:00:00+00:00,30801.05,0.5301565229737277
2015-07-06 23:00:00+00:00,28483.795,0.41365480180874026
2015-07-07 00:00:00+00:00,27102.17,0.3441925758109212
2015-07-07 01:00:00+00:00,26267.764,0.30224219264187324
2015-07-07 02:00:00+00:00,25959.937,0.28676596092760165
2015-07-07 03:00:00+00:00,26034.239,0.2905015493224916
2015-07-07 04:00:00+00:00,27434.509,0.36090116658330107
2015-07-07 05:00:00+00:00,29493.632,0.4644251091750369
2015-07-07 06:00:00+00:00,32256.914,0.6033511699945104
2015-07-07 07:00:00+00:00,34871.028,0.7347776985041004
2015-07-07 08:00:00+00:00,36837.023,0.8336195615281352
2015-07-07 09:00:00+00:00,38027.076,0.893450362530855
2015-07-07 10:00:00+00:00,39384.73,0.9617074286485374
2015-07-07 11:00:00+00:00,40146.381,1.0
2015-07-07 12:00:00+00:00,39642.92,0.9746881232149909
2015-07-07 13:00:00+00:00,39182.41,0.9515356399476389
2015-07-07 14:00:00+00:00,39195.077,0.9521724828078317
2015-07-07 15:00:00+00:00,39042.821,0.9445176989978086
2015-07-07 16:00:00+00:00,38260.737,0.905197843351538
2015-07-07 17:00:00+00:00,37426.819,0.8632719947459837
2015-07-07 18:00:00+00:00,36383.028,0.8107946247385722
2015-07-07 19:00:00+00:00,35820.148,0.7824954134694855
2015-07-07 20:00:00+00:00,35617.427,0.7723034641948967
2015-07-07 21:00:00+00:00,33284.027,0.6549900411290785
2015-07-07 22:00:00+00:00,31157.557,0.5480801779479825
2015-07-07 23:00:00+00:00,28938.449,0.4365128703141685
2015-07-08 00:00:00+00:00,27416.419,0.35999167835871004
2015-07-08 01:00:00+00:00,26612.504,0.31957425292631236
2015-07-08 02:00:00+00:00,26224.422,0.3000631413079746
2015-07-08 03:00:00+00:00,26307.479,0.3042388938491496
2015-07-08 04:00:00+00:00,27659.902,0.3722329675454481
2015-07-08 05:00:00+00:00,29813.113,0.4804872544199543
2015-07-08 06:00:00+00:00,32488.565,0.6149975965680166
2015-07-08 07:00:00+00:00,35011.677,0.7418489317434871
2015-07-08 08:00:00+00:00,36729.473,0.8282124051680047
2015-07-08 09:00:00+00:00,37674.751,0.8757369607216217
2015-07-08 10:00:00+00:00,38794.41,0.9320286509403803
2015-07-08 11:00:00+00:00,39468.395,0.9659137488425893
2015-07-08 12:00:00+00:00,38963.207,0.9405150458462004
2015-07-08 13:00:00+00:00,38575.886,0.9210421940697042
2015-07-08 14:00:00+00:00,38571.204,0.9208068030322507
2015-07-08 15:00:00+00:00,38351.746,0.9097733886158719
2015-07-08 16:00:00+00:00,37523.202,0.868117721863217
2015-07-08 17:00:00+00:00,36630.089,0.823215800540434
2015-07-08 18:00:00+00:00,35634.724,0.7731730837538104
2015-07-08 19:00:00+00:00,35147.807,0.7486929688918327
2015-07-08 20:00:00+00:00,34918.718,0.7371753487766679
2015-07-08 21:00:00+00:00,32688.193,0.6250340429637411
